,2,5,10,15,20,25,30,35,40
GMM,0.07212757967098148,0.2622793730566508,0.3534438466811557,0.39428910710528553,0.434792426279631,0.456560086991181,0.46217711381726,0.4805138583420394,0.5223226745610025
Kmeans,0.011430174740165786,0.14680632367336974,0.264942618151725,0.30373818722808865,0.32730271883770196,0.3594913685749286,0.39978060538728977,0.40786396032147465,0.42365787920459147
