,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
44,18.23341794013977,2.5985115444116946,0.009466934204101562,0.0005446002754766932,0.1,"(100, 25, 100)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 40}",0.88625,0.88675,0.874,0.87475,0.9035,0.88505,0.010704438331832255,1
45,2.1396312713623047,0.46305550725451594,0.005535793304443359,0.0007504724061004482,0.01,"(50, 50)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.121,0.133,0.123,0.1275,0.12375,0.12564999999999998,0.0042355637169094774,168
46,8.284346771240234,1.3976648724260032,0.006107330322265625,0.000719900610102915,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.497,0.48625,0.51375,0.47125,0.48475,0.4906,0.014173566946961527,145
47,9.54287405014038,1.0899629611304888,0.00594797134399414,0.00023051708906464633,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.747,0.74425,0.7335,0.726,0.70825,0.7318,0.013979806865618689,73
48,11.760048389434814,1.04359231604207,0.006154012680053711,0.0005300713336968273,0.01,"(50, 50)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.77025,0.798,0.7635,0.7565,0.7535,0.76835,0.015919798993705957,51
49,10.546741247177124,1.6569760346254807,0.006086397171020508,0.0006049788155005882,0.01,"(50, 50)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.8155,0.79275,0.77675,0.7845,0.769,0.7877,0.015988589681394653,42
50,10.393923664093018,2.7256059979068707,0.006483650207519532,0.00039791872573781954,0.01,"(50, 50)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.833,0.81575,0.7565,0.77275,0.7415,0.7839,0.03492298669930736,45
51,11.560740232467651,2.1174097844174,0.006341218948364258,0.00040336511751436406,0.01,"(50, 50)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.77375,0.82275,0.75525,0.8275,0.7765,0.79115,0.028726555658484365,41
52,10.804442930221558,0.9385493608543825,0.006594467163085938,0.0005593598114738539,0.01,"(50, 50)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.793,0.822,0.766,0.8145,0.78175,0.79545,0.02063395260244628,38
53,12.488588094711304,1.5662751932610475,0.007151031494140625,0.0013324145755245302,0.01,"(50, 50)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.804,0.814,0.76175,0.82925,0.7925,0.8003,0.022743900281174286,31
54,2.2437038898468016,0.5173593110374709,0.004622840881347656,0.0003723075276848546,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.1185,0.1305,0.119,0.13175,0.1215,0.12425000000000001,0.005718391382198324,170
55,4.504405069351196,1.0936284361831097,0.005159807205200195,0.0011219127511717455,0.01,"(50,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.3635,0.35525,0.3775,0.3825,0.40325,0.3764,0.01657151169929889,154
56,6.944292306900024,1.185250420068465,0.0052887916564941405,0.0009516005069475638,0.01,"(50,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.6445,0.6455,0.59075,0.6445,0.64925,0.6348999999999999,0.022144186596034624,130
57,7.898758363723755,0.7328035833486056,0.004755210876464844,0.00012094750572415807,0.01,"(50,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",0.692,0.705,0.689,0.72725,0.67575,0.6978,0.017415079672513704,107
58,6.8817219734191895,0.675390732864453,0.004963827133178711,0.00026816969064750746,0.01,"(50,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.7055,0.68675,0.69325,0.7205,0.7135,0.7039,0.012472569903592457,100
59,7.20394196510315,1.8905792512425204,0.005319070816040039,0.00043449119268876594,0.01,"(50,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",0.70975,0.71075,0.7355,0.69425,0.6965,0.7093499999999999,0.014690643280673593,92
60,8.339983892440795,0.8101151995853498,0.005297374725341797,0.0001961740985866802,0.01,"(50,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 30}",0.75,0.7265,0.72425,0.7515,0.72075,0.7346,0.0133215990031227,67
61,8.999733018875123,0.7835019662472135,0.005850076675415039,0.0008804555185118447,0.01,"(50,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",0.72525,0.75425,0.7315,0.74475,0.725,0.7361500000000001,0.011544046084454104,65
62,10.14528956413269,1.5091110948169608,0.005541086196899414,0.00027207740759966763,0.01,"(50,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.75525,0.7645,0.74225,0.75375,0.71325,0.7458,0.017744294857784546,58
63,1.6917458534240724,0.4504404607693321,0.0046599388122558595,0.00040238570870446605,0.01,"(25,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 2}",0.11825,0.127,0.1225,0.107,0.10925,0.11679999999999999,0.007637735266425513,179
64,4.190389156341553,0.6536410671861331,0.004561805725097656,0.0003570803774835587,0.01,"(25,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 5}",0.33175,0.34425,0.3265,0.324,0.34675,0.33465,0.009239318156660693,158
65,4.744292116165161,0.4543492334202342,0.0044879913330078125,0.0003280241104801982,0.01,"(25,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 10}",0.57175,0.5935,0.60725,0.59525,0.59975,0.5935,0.011868024266911487,138
66,5.980978059768677,0.5532487612312817,0.004570436477661133,0.0002452405259581181,0.01,"(25,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 15}",0.6285,0.6255,0.6715,0.6635,0.64725,0.64725,0.018312563993062265,126
67,6.491544532775879,0.671317710654188,0.004770421981811523,0.00041935762622365136,0.01,"(25,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 20}",0.668,0.6635,0.6735,0.67625,0.66925,0.6700999999999999,0.004428882477555715,124
68,7.5922191619873045,0.6482820556079902,0.005067300796508789,0.0004817400498943628,0.01,"(25,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 25}",0.696,0.7045,0.67525,0.70275,0.70175,0.6960500000000001,0.01078355229040968,108
69,7.42675085067749,0.6791488254346333,0.004774570465087891,0.0003540383121299809,0.01,"(25,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 30}",0.7185,0.6885,0.6925,0.7235,0.68275,0.7011499999999999,0.01657679100429274,104
70,8.045982503890992,1.3361513057534125,0.005056142807006836,0.0003121737833031579,0.01,"(25,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 35}",0.7155,0.68,0.6745,0.72675,0.72325,0.7040000000000001,0.022210920737330983,99
71,9.128277158737182,0.6464956279727522,0.005014228820800781,0.0002745500407893021,0.01,"(25,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 40}",0.718,0.68,0.72575,0.68925,0.69775,0.70215,0.017231221663016213,103
72,2.0717954635620117,0.4633520772014768,0.004805994033813476,0.0002922764560768053,0.01,"(25, 25)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 2}",0.1205,0.1275,0.13025,0.1165,0.11975,0.12289999999999998,0.005134685968976099,173
73,5.268118524551392,0.8221473613889884,0.004960012435913086,0.0002827919501157776,0.01,"(25, 25)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 5}",0.407,0.41125,0.422,0.40625,0.41125,0.41154999999999997,0.005624499977775801,151
74,8.407899618148804,2.280850511837671,0.0047342777252197266,9.52526832700877e-05,0.01,"(25, 25)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 10}",0.698,0.609,0.652,0.678,0.6615,0.6597,0.029781873681821964,125
75,8.038604640960694,1.2952749941409882,0.005236768722534179,0.0003151584341714495,0.01,"(25, 25)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 15}",0.67925,0.666,0.68725,0.70975,0.65125,0.6787000000000001,0.019760060728651618,119
76,9.365085458755493,1.8949864242176553,0.0049438953399658205,0.00030114637041454996,0.01,"(25, 25)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 20}",0.71375,0.7375,0.66325,0.743,0.6915,0.7098,0.029620685339809414,91
77,8.980252933502197,2.518895388326589,0.005287075042724609,0.0002972501493579708,0.01,"(25, 25)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 25}",0.78475,0.761,0.71875,0.736,0.693,0.7386999999999999,0.03197397379119461,64
78,10.820693016052246,1.5342695680072376,0.005699300765991211,0.0007959944901426742,0.01,"(25, 25)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 30}",0.74525,0.76725,0.738,0.7305,0.72375,0.74095,0.014992831620477822,61
79,11.752014303207398,1.3828589215423601,0.005770254135131836,0.0005262357119647457,0.01,"(25, 25)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 35}",0.7465,0.74825,0.7035,0.7215,0.741,0.73215,0.0171912768577555,72
80,12.58015718460083,1.7412529315556329,0.005896568298339844,0.00030296917461426575,0.01,"(25, 25)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 40}",0.73575,0.798,0.74425,0.78475,0.7935,0.77125,0.026008171792726995,50
81,4.127994155883789,1.2704139440447149,0.007874536514282226,0.0005833799976344603,0.01,"(100, 25, 100)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 2}",0.132,0.15425,0.13725,0.1375,0.14,0.1402,0.0074923294108040885,161
82,12.490629243850709,1.5364364670296005,0.009912204742431641,0.0015102281386994317,0.01,"(100, 25, 100)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 5}",0.581,0.56175,0.55775,0.56975,0.54175,0.5624,0.01302651142862125,142
83,14.042478704452515,1.834097112918457,0.00877237319946289,5.684470941575383e-05,0.01,"(100, 25, 100)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 10}",0.769,0.80875,0.80625,0.81975,0.79225,0.7992,0.017455944546199715,33
84,12.225761699676514,2.440894892660142,0.008408689498901367,0.00017397334285700525,0.01,"(100, 25, 100)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 15}",0.7865,0.84675,0.845,0.85225,0.82025,0.8301499999999999,0.024445142666795785,24
85,15.15294771194458,2.8613714492716924,0.009043550491333008,0.000519886559512942,0.01,"(100, 25, 100)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 20}",0.858,0.83225,0.8065,0.872,0.84375,0.8425,0.022419299721445355,18
86,15.926995468139648,3.116881993106128,0.009198665618896484,0.0005284118468176927,0.01,"(100, 25, 100)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 25}",0.877,0.88625,0.88475,0.84475,0.866,0.8717499999999999,0.015289702416986411,4
87,15.83823733329773,1.7778937173904779,0.00943446159362793,0.0002890535172919539,0.01,"(100, 25, 100)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 30}",0.868,0.84675,0.85,0.8775,0.848,0.8580500000000001,0.012416118556134993,13
88,17.7767023563385,2.2123784908539506,0.009254980087280273,0.00030883640256672116,0.01,"(100, 25, 100)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 35}",0.87275,0.883,0.88325,0.8525,0.85475,0.8692499999999999,0.013327602935261827,7
89,16.472231960296632,1.6856635478404456,0.009399080276489257,0.00037107673532683937,0.01,"(100, 25, 100)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 40}",0.8895,0.893,0.86525,0.88575,0.88775,0.8842500000000001,0.00979413089559254,2
90,1.8444501399993896,0.11726816169927984,0.005661535263061524,0.0002799515138589512,0.001,"(50, 50)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.12025,0.12375,0.11825,0.1315,0.12575,0.12389999999999998,0.004614108798023735,171
91,7.870600748062134,1.1604809870042196,0.006311178207397461,0.0007221163420986817,0.001,"(50, 50)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.488,0.47675,0.4835,0.493,0.45825,0.47990000000000005,0.012073317688191594,147
92,11.568729543685913,3.962858692198473,0.0063569068908691405,0.00042557686717560004,0.001,"(50, 50)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.78375,0.71525,0.73575,0.71175,0.693,0.7279,0.031047383142545192,76
93,10.02964768409729,2.4546787127572878,0.006522083282470703,0.000748183934976812,0.001,"(50, 50)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.71675,0.752,0.761,0.72625,0.74925,0.74105,0.016701347251045356,60
94,11.047585582733154,0.7268868637662621,0.006447935104370117,0.0010415444098225276,0.001,"(50, 50)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.7975,0.775,0.74925,0.8095,0.7985,0.7859499999999999,0.02150488316638805,44
95,11.8869140625,1.8384221723780971,0.0063878059387207035,0.0005118182365269867,0.001,"(50, 50)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.79875,0.8315,0.80825,0.761,0.78025,0.79595,0.024045477745305875,36
96,10.42982006072998,2.6605001942413318,0.006105756759643555,0.00016430438510953583,0.001,"(50, 50)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.786,0.778,0.74725,0.805,0.763,0.77585,0.019700000000000027,47
97,11.499996089935303,1.6543566853250802,0.006655454635620117,0.0005231793327093406,0.001,"(50, 50)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.79725,0.7955,0.78025,0.82275,0.77525,0.7942,0.016612043823684065,39
98,12.60841178894043,1.4602530637999174,0.006501197814941406,0.0004601892146366459,0.001,"(50, 50)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.80875,0.7815,0.77875,0.82525,0.824,0.80365,0.02008643821089243,30
99,2.0524444580078125,0.26199635967963214,0.004545164108276367,0.00023084131550577916,0.001,"(50,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.11625,0.1245,0.11825,0.1305,0.13,0.12389999999999998,0.005857900647843049,171
100,5.064563751220703,0.3881859601771597,0.004819631576538086,0.0002505529492866413,0.001,"(50,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.3745,0.37875,0.404,0.38125,0.389,0.3855,0.010383881740466823,153
101,7.406483364105225,1.3461919578846824,0.004813671112060547,0.00027983342096597427,0.001,"(50,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.59775,0.6395,0.6405,0.62525,0.64775,0.6301499999999999,0.017765556563192723,132
102,7.592403316497803,0.80870213242202,0.005245780944824219,0.00043384327544525005,0.001,"(50,)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",0.712,0.6715,0.67475,0.7115,0.66325,0.6866000000000001,0.020874985029934755,113
103,7.2746845245361325,1.2646938090671054,0.004994344711303711,0.0002918084224398455,0.001,"(50,)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.70525,0.69025,0.694,0.73725,0.71525,0.7084,0.01688756939289961,94
104,7.355690622329712,1.2448539810011094,0.005269289016723633,0.00033267363751641197,0.001,"(50,)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",0.74625,0.7475,0.69275,0.72425,0.6975,0.72165,0.023231767044286585,83
105,7.606748580932617,1.1558222832831606,0.005355644226074219,0.00035902530396234576,0.001,"(50,)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 30}",0.74325,0.689,0.7245,0.753,0.7255,0.72705,0.021874871428193596,79
106,8.693107175827027,0.23498634678898686,0.005456399917602539,0.0002832779314740264,0.001,"(50,)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",0.727,0.757,0.73225,0.727,0.7515,0.73895,0.012757742747053654,63
107,8.42160086631775,0.8052502885282824,0.006014299392700195,0.000313911263281217,0.001,"(50,)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.754,0.73025,0.72575,0.737,0.7165,0.7327,0.01256124993780475,69
108,2.058089017868042,0.7543704937289777,0.00430450439453125,0.00025168193374397685,0.001,"(25,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 2}",0.1145,0.131,0.12525,0.10775,0.10825,0.11735,0.009293277139954453,178
109,3.9990546703338623,0.8985164860787038,0.0044189453125,0.00034813405778101077,0.001,"(25,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 5}",0.3325,0.342,0.35275,0.30375,0.34725,0.33565,0.01729060438504102,157
110,4.840343189239502,0.6013167766398568,0.004380130767822265,0.00017349683142462094,0.001,"(25,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 10}",0.56775,0.597,0.608,0.5925,0.59825,0.5927,0.013460497761970024,139
111,5.589482975006104,0.4696967380083779,0.004534292221069336,0.00028082734907455766,0.001,"(25,)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 15}",0.60925,0.659,0.64425,0.62875,0.6195,0.63215,0.017682335818550683,131
112,7.182773399353027,0.6884493979914338,0.004851770401000976,0.000258298969470892,0.001,"(25,)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 20}",0.668,0.70825,0.69325,0.658,0.6785,0.6812,0.01786994683819737,118
113,7.040359544754028,1.074403565047406,0.004891395568847656,0.00044810290852851606,0.001,"(25,)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 25}",0.68325,0.65775,0.675,0.69725,0.6935,0.6813499999999999,0.014151501687100231,117
114,7.702588796615601,0.6171526777623753,0.004750299453735352,0.00031536585011703684,0.001,"(25,)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 30}",0.72325,0.69475,0.69225,0.731,0.68325,0.7049,0.018706683297688,97
115,7.667983675003052,1.1481063511786556,0.0049361705780029295,0.0001546239169860561,0.001,"(25,)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 35}",0.71225,0.679,0.66925,0.727,0.705,0.6985,0.02135122947279616,105
116,9.20304365158081,0.44802044194819685,0.005122852325439453,0.00032849254032216505,0.001,"(25,)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 40}",0.72675,0.6955,0.7235,0.68325,0.7075,0.7073,0.016482869895743275,95
117,3.079224872589111,0.7647404483643911,0.0050452232360839845,0.00033214114075296814,0.001,"(25, 25)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 2}",0.115,0.13875,0.129,0.1325,0.135,0.13005,0.0081706792863262,165
118,5.537075233459473,0.9431324948832226,0.005021524429321289,0.00029792781828612644,0.001,"(25, 25)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 5}",0.4195,0.3975,0.4165,0.39375,0.4395,0.41335,0.016534509366775897,149
119,7.378633737564087,1.8955130747306643,0.004953622817993164,0.00039626220776354956,0.001,"(25, 25)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 10}",0.6295,0.613,0.651,0.65125,0.59325,0.6275999999999999,0.022376661949450805,133
120,9.718372869491578,1.4788384763879852,0.004902887344360352,0.0003029582698779505,0.001,"(25, 25)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 15}",0.723,0.70925,0.65975,0.72425,0.64025,0.6913,0.034682272128567365,111
121,11.149442338943482,2.591882461386004,0.005082130432128906,0.00034524772003703057,0.001,"(25, 25)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 20}",0.7255,0.66525,0.72425,0.75775,0.71075,0.7167000000000001,0.030006832555269817,86
122,7.919106483459473,1.3744979748825306,0.005019569396972656,0.00011945523639947488,0.001,"(25, 25)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 25}",0.76075,0.73275,0.71825,0.69175,0.70575,0.7218500000000001,0.02370738281632962,82
123,9.929636192321777,2.2671432937962086,0.005117940902709961,7.292092167775048e-05,0.001,"(25, 25)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 30}",0.74275,0.7585,0.743,0.7315,0.67475,0.7301,0.02897783635815484,74
124,10.9296284198761,1.4481123555347837,0.00571441650390625,0.0003415847536801424,0.001,"(25, 25)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 35}",0.753,0.73275,0.712,0.71925,0.72125,0.7276499999999999,0.01431834487641643,78
125,10.629379177093506,1.6736685413982724,0.0056340694427490234,0.00031646155800046845,0.001,"(25, 25)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'km__n_clusters': 40}",0.74475,0.75275,0.75275,0.75375,0.7805,0.7569000000000001,0.012238872497088917,54
126,4.242139577865601,1.5837516174178219,0.007456731796264648,0.00031400081325491284,0.001,"(100, 25, 100)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 2}",0.1335,0.136,0.1335,0.13825,0.14975,0.13820000000000002,0.006040281450396159,162
127,10.45248031616211,0.8353717885211713,0.008474588394165039,0.0003656806931673894,0.001,"(100, 25, 100)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 5}",0.554,0.56875,0.55275,0.569,0.53425,0.55575,0.012797460685620394,144
128,15.733683967590332,2.8929073173001902,0.008639335632324219,0.00023198644763638637,0.001,"(100, 25, 100)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 10}",0.76875,0.82975,0.8015,0.83925,0.8235,0.8125500000000001,0.025176079917254787,26
129,13.353579998016357,2.438612534526714,0.00842747688293457,0.00010932645924008848,0.001,"(100, 25, 100)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 15}",0.82875,0.84075,0.81425,0.8745,0.834,0.8384499999999999,0.020022112775628865,19
130,14.906360244750976,4.245033381017869,0.008536815643310547,0.0002879150105682133,0.001,"(100, 25, 100)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 20}",0.83,0.77125,0.858,0.863,0.86625,0.8376999999999999,0.03561509511429107,21
131,15.35317063331604,0.9832316953267386,0.008929061889648437,0.00012210387275230313,0.001,"(100, 25, 100)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 25}",0.8805,0.88825,0.8565,0.86275,0.86875,0.87135,0.011580803080961155,5
132,15.198942279815673,3.4370153682033187,0.009206056594848633,0.0005655637669209418,0.001,"(100, 25, 100)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'km__n_clusters': 30}",0.8405,0.88825,0.8465,0.881,0.8255,0.85635,0.024187600128991703,14
