,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.410541296005249,0.04529691841477592,0.0009452342987060547,1.960293737988235e-05,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.532967032967033,0.49175824175824173,0.49725274725274726,0.5,0.5,0.5043956043956044,0.014599264017127939,163
1,0.5891359329223633,0.053446834801230844,0.0009705066680908203,5.5349395623371155e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.5521978021978022,0.5879120879120879,0.6510989010989011,0.5357142857142857,0.6208791208791209,0.5895604395604395,0.042581531362632014,42
2,0.6687574863433838,0.04237606614446764,0.001014566421508789,4.013501848424341e-05,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.6098901098901099,0.6346153846153846,0.6318681318681318,0.5604395604395604,0.6016483516483516,0.6076923076923078,0.02677126970347215,17
3,0.8056156158447265,0.0392728578552567,0.0012091636657714845,0.0001529789621949793,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.6318681318681318,0.5851648351648352,0.6153846153846154,0.5247252747252747,0.5796703296703297,0.5873626373626374,0.036751629688331074,45
4,0.8397706031799317,0.022537737454313065,0.0011272430419921875,5.3892936390071587e-05,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.5714285714285714,0.6043956043956044,0.6043956043956044,0.5714285714285714,0.5631868131868132,0.5829670329670329,0.017753290572970884,48
5,1.0056513786315917,0.0747069411669479,0.0010966777801513672,2.0123657990321097e-05,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.5467032967032966,0.6181318681318682,0.5989010989010989,0.6291208791208791,0.6813186813186813,0.6148351648351648,0.04365971544026141,12
6,1.1021865844726562,0.05400600008338607,0.0011120319366455078,2.0408630371093752e-05,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.6181318681318682,0.6043956043956044,0.5824175824175825,0.5357142857142857,0.5604395604395604,0.5802197802197803,0.02966015291486985,54
7,1.174891185760498,0.02165673304052159,0.001253795623779297,9.702041504318152e-05,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.6263736263736264,0.5521978021978022,0.6208791208791209,0.554945054945055,0.5494505494505495,0.5807692307692308,0.03507887846046672,52
8,1.260707950592041,0.022401527214116583,0.0012468814849853516,8.639749821710995e-05,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.46153846153846156,0.5467032967032966,0.5824175824175825,0.532967032967033,0.5302197802197802,0.5307692307692308,0.0392924377555629,137
9,0.31802845001220703,0.020840679327065573,0.0008726119995117188,4.1815927303613486e-05,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.47802197802197804,0.5082417582417582,0.46703296703296704,0.49175824175824173,0.521978021978022,0.49340659340659343,0.01985638571383808,177
10,0.48953633308410643,0.01516051550853246,0.0008102893829345703,3.085103248524058e-06,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.5082417582417582,0.5384615384615384,0.6043956043956044,0.554945054945055,0.6428571428571429,0.5697802197802198,0.048013301703194476,65
11,0.6355725765228272,0.033720546218177536,0.000982046127319336,0.00017902419126589756,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.5934065934065934,0.5604395604395604,0.5027472527472527,0.510989010989011,0.5576923076923077,0.5450549450549451,0.033718540643002774,102
12,0.7328627109527588,0.014068355240209803,0.00098876953125,4.082444609028228e-05,0.1,"(50,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",0.5439560439560439,0.4725274725274725,0.5686813186813187,0.521978021978022,0.6071428571428571,0.5428571428571429,0.04512859164479354,108
13,0.8458602905273438,0.03062325512391403,0.0009842395782470703,5.1679645523535766e-05,0.1,"(50,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.5796703296703297,0.5934065934065934,0.6043956043956044,0.5576923076923077,0.532967032967033,0.5736263736263736,0.02561877632280168,58
14,0.9711081504821777,0.02777747340589369,0.0009747505187988281,1.53927584348087e-05,0.1,"(50,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",0.5714285714285714,0.5412087912087912,0.6153846153846154,0.5439560439560439,0.5576923076923077,0.5659340659340659,0.02697348946952437,69
