,2,5,10,15,20,25,30,35,40
GMM,0.01727317097840816,0.01299236968720111,0.018387860065399192,0.01547219733896671,0.010775871983419767,0.01142127661465443,0.011438190175532917,0.008816968175520726,0.007101512174093843
Kmeans,0.012867946814746687,0.01606922025304348,0.018387860065399192,0.008994844236906375,0.006731431810572237,0.01230686143175264,0.006576544720775601,0.007794519969042645,0.011775594416561255
