,2,5,10,15,20,25,30,35,40
GMM,0.5774725274725274,0.5714285714285714,0.5978021978021978,0.6049450549450549,0.5961538461538461,0.6021978021978022,0.6032967032967033,0.6,0.5923076923076923
Kmeans,0.5675824175824176,0.5807692307692308,0.5978021978021978,0.578021978021978,0.5791208791208792,0.5917582417582418,0.5807692307692308,0.5851648351648352,0.6115384615384616
